,MOTHER_JOB,FATHER_JOB,GENDER,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),GRADE
711,5,5,1,0.0,0.0,0
712,5,5,1,13.5,11.6,13
713,3,3,1,13.10571429,13.10571429,13
714,5,5,1,13.5,14.4,14
715,5,5,1,11.84615385,12.0,12
716,1,5,1,0.0,0.0,0
717,4,5,1,14.33333333,0.0,7
718,5,5,1,15.8,17.6,17
719,5,5,1,13.8,12.4,13
720,5,5,1,12.66666667,12.0,12
721,4,5,1,13.0,12.0,13
722,5,5,1,0.0,0.0,0
723,5,5,1,11.0,0.0,6
724,5,5,1,0.0,0.0,0
725,5,5,1,15.2,16.575,16
726,4,4,1,14.42857143,14.375,14
727,5,5,1,0.0,0.0,0
728,5,5,1,0.0,0.0,0
729,3,3,1,13.75,11.2,12
730,5,5,1,12.16666667,12.0,12
731,5,5,1,12.14285714,11.66666667,12
732,5,5,1,12.0,11.6,12
733,5,5,1,11.66666667,12.75,12
734,5,5,1,0.0,0.0,0
735,5,5,1,11.875,12.0,12
736,4,5,1,11.28571429,12.33333333,12
737,5,5,1,10.0,11.33333333,11
738,4,5,1,12.0,11.18181818,12
739,5,5,1,13.83333333,13.0,13
740,5,5,1,0.0,0.0,0
741,3,3,1,14.42857143,12.5,13
742,4,4,1,14.2,12.4,13
743,5,5,1,11.5,10.33333333,11
744,5,5,1,13.0,15.0,14
745,5,5,1,0.0,0.0,0
746,5,5,1,11.33333333,11.0,11
747,5,5,1,12.5,11.42857143,12
748,5,4,1,0.0,0.0,0
749,5,4,0,13.47142857,13.94444444,14
750,5,5,0,11.75,13.33333333,13
751,5,5,0,13.33333333,14.66666667,14
752,4,4,0,13.105,13.105,13
753,5,5,0,0.0,0.0,0
754,5,5,1,15.5,12.16666667,14
755,5,5,1,0.0,0.0,0
756,5,5,1,11.25,12.33333333,12
757,5,5,1,11.0,11.36363636,11
758,4,4,1,12.33333333,13.0,13
759,5,5,0,11.375,11.8,12
760,3,3,1,12.22222222,12.38461538,12
761,2,5,1,0.0,0.0,0
762,5,5,1,12.0,12.0,12
763,5,4,1,11.0,10.0,11
764,5,5,1,14.125,13.0,14
765,5,5,1,10.2,11.2,11
766,5,5,0,12.0,12.4,12
767,5,2,0,12.33333333,12.57142857,12
768,5,5,1,14.33333333,13.85714286,14
769,5,5,1,15.16666667,14.0,15
770,5,5,0,15.14285714,15.14285714,15
771,5,5,0,0.0,0.0,0
772,5,5,0,13.41142857,13.29444444,13
773,5,5,0,12.33333333,12.16666667,12
774,3,5,0,11.8,12.2,12
775,5,5,0,12.0,12.0,12
776,5,5,0,15.0,15.625,15
777,5,3,0,13.875,12.7,13
778,5,5,0,11.83333333,14.33333333,13
779,5,5,0,12.5,13.83333333,13
780,5,5,0,15.0,15.5,15
781,5,5,0,11.66666667,10.5,11
782,4,5,0,14.668,14.63375,15
783,2,4,0,13.345,13.345,13
784,5,5,0,12.8,12.33333333,13
785,2,2,0,10.83333333,12.14285714,11
786,2,3,0,13.66666667,14.0,14
787,5,5,0,14.53714286,14.53714286,15
788,1,5,0,14.4,14.0,14
789,5,5,0,0.0,0.0,0
790,5,5,0,13.16666667,13.83333333,14
791,3,3,1,11.5,0.0,6
792,5,3,0,11.33333333,12.42857143,12
793,3,5,0,12.0,13.6,13
794,4,4,0,13.16666667,12.16666667,13
795,5,5,0,14.83333333,14.16666667,15
796,5,5,0,13.0,13.22222222,13
797,5,5,0,13.08714286,12.95,13
798,5,5,0,13.33333333,13.66666667,14
799,4,5,0,12.16666667,12.75,12
800,4,5,0,11.0,12.0,12
801,5,5,0,0.0,0.0,0
802,5,5,0,13.6,12.2,13
803,5,5,0,15.5,14.0,15
804,5,4,0,13.85714286,14.28571429,14
805,5,4,0,11.5,10.0,11
806,4,5,0,13.0,12.16666667,13
807,3,5,0,14.0,13.0,14
808,5,5,0,0.0,0.0,0
809,5,4,0,11.16666667,11.5,11
810,5,5,0,0.0,0.0,0
811,5,5,0,12.14285714,13.66666667,13
812,5,5,0,14.14571429,13.62777778,14
813,4,4,0,14.45,14.14444444,14
814,5,5,0,15.71428571,15.0,15
815,5,5,0,12.8,12.66666667,13
816,5,5,0,12.5,11.5,12
817,5,5,0,14.5,12.83333333,14
818,4,5,0,13.46285714,13.16428571,13
819,5,5,0,12.83333333,12.83333333,13
820,5,5,0,12.0,11.6,12
821,5,4,0,0.0,0.0,0
822,5,5,0,14.71428571,13.2,14
823,5,5,0,12.57142857,13.28571429,13
824,5,5,0,12.5,11.5,12
825,5,4,0,14.0,14.0,14
826,5,5,0,11.57142857,13.16666667,12
827,5,5,0,15.83333333,15.33333333,16
828,5,5,0,14.25,14.25,14
829,4,5,0,0.0,0.0,0
830,4,4,0,11.66666667,11.0,11
831,1,1,0,0.0,0.0,0
832,5,3,0,13.2,12.5,13
833,5,5,1,12.0,10.0,11
834,5,5,1,0.0,0.0,0
835,4,5,1,12.0,11.0,12
836,4,5,1,13.33333333,10.75,12
837,5,5,1,12.41428571,13.5,13
838,3,5,1,0.0,0.0,0
839,4,5,1,13.8,12.4,13
840,5,5,0,0.0,0.0,0
841,4,5,1,11.5,14.0,13
842,4,1,1,0.0,0.0,0
843,5,5,0,14.01666667,14.01666667,14
844,5,5,0,11.4,10.8,11
845,5,5,0,0.0,0.0,0
846,5,5,0,10.4,12.0,11
847,5,5,0,10.66666667,10.25,10
848,3,5,0,14.25,12.71428571,13
849,5,5,0,13.91428571,14.10625,14
850,2,2,0,13.76111111,12.82375,13
851,5,5,0,12.6,11.25,12
852,5,5,0,13.85714286,14.16666667,14
853,5,5,1,13.84285714,13.84285714,14
854,5,5,1,0.0,0.0,0
855,5,2,1,11.8,0.0,6
856,5,4,1,12.66666667,13.83333333,13
857,5,5,1,0.0,0.0,0
858,5,5,1,0.0,0.0,0
859,1,4,1,10.75,10.0,10
860,5,5,1,12.6,13.25,13
861,5,5,1,0.0,0.0,0
862,5,5,1,12.0,12.14285714,12
863,5,5,1,14.0,14.5,14
864,5,5,1,14.0,13.5,14
865,5,5,1,14.68285714,15.05555556,15
866,5,5,1,0.0,0.0,0
867,4,5,1,0.0,0.0,0
868,5,5,1,13.85714286,12.8,13
869,5,5,1,0.0,0.0,0
870,5,5,1,13.14285714,12.5,13
871,1,1,1,18.0,13.0,16
872,5,5,1,11.46153846,11.58333333,12
873,2,2,1,11.2,11.58333333,11
874,5,5,1,15.0,14.5,15
875,5,5,1,14.24444444,12.23333333,13
876,5,5,1,11.5,11.0,11
877,5,5,1,10.0,0.0,5
878,5,5,1,12.33333333,11.6,12
879,5,4,1,12.2,12.14285714,12
880,5,5,1,13.66666667,13.2,13
881,3,5,1,0.0,0.0,0
882,5,5,1,11.0,0.0,6
883,5,5,1,13.0,11.42857143,12
884,5,5,0,12.6,12.6,13
885,1,1,0,12.2,12.33333333,12
886,1,1,0,13.16666667,13.0,13
887,5,5,0,11.0,11.0,11
888,5,5,0,14.01428571,15.35,15
889,5,5,0,13.0,11.25,12
890,5,5,0,14.0,14.66666667,14
891,5,5,0,0.0,0.0,0
892,5,5,0,14.42857143,14.42857143,14
893,5,5,0,0.0,0.0,0
894,5,5,0,11.83333333,12.46153846,12
895,5,5,0,11.33333333,13.0,12
896,5,5,0,12.5,13.0,13
897,5,5,0,13.33333333,12.54545455,13
898,5,5,0,10.83333333,11.0,11
899,5,5,0,13.0,14.0,14
900,5,5,0,10.0,14.0,12
901,5,5,0,11.42857143,11.2,11
902,5,5,0,12.8875,12.8875,13
903,5,5,0,12.95,12.95,13
904,5,5,0,10.0,0.0,5
905,5,5,0,13.09428571,12.55,13
906,5,5,0,0.0,0.0,0
907,5,5,0,11.71428571,11.0,11
908,5,5,0,11.25,10.0,11
909,5,5,0,0.0,0.0,0
910,5,5,0,13.16666667,13.33333333,13
911,5,5,0,12.75,13.4,13
912,5,5,0,10.6,11.0,11
913,5,5,0,11.2,12.0,12
914,5,5,0,0.0,0.0,0
915,5,5,0,13.0,13.66666667,13
916,5,5,0,0.0,0.0,0
917,5,5,0,0.0,0.0,0
918,5,5,0,14.16666667,15.0,15
919,5,5,0,12.83333333,12.33333333,13
920,5,4,0,11.75,10.4,11
921,5,5,0,10.83333333,11.5,11
922,5,3,0,11.75,12.25,12
923,5,5,0,11.5,10.5,11
924,5,5,0,10.0,11.33333333,11
925,5,5,0,13.7,13.7,14
926,5,5,0,14.0,0.0,7
927,5,5,0,11.375,12.16666667,12
928,5,5,0,0.0,0.0,0
929,1,1,0,0.0,0.0,0
930,5,5,0,11.0,12.5,12
931,5,5,0,13.0,13.28571429,13
932,5,5,0,13.6,15.11111111,14
933,5,5,0,11.0,11.5,11
934,3,5,0,11.70571429,11.70571429,12
935,4,4,0,13.25,14.33333333,14
936,5,5,0,10.75,10.0,10
937,5,5,0,12.0,13.42857143,13
938,5,5,0,12.66666667,12.25,12
939,5,5,0,11.4,11.0,11
940,5,5,0,13.0,12.4,13
941,5,5,0,14.0,12.28571429,13
942,5,5,0,0.0,0.0,0
943,5,5,0,0.0,0.0,0
944,5,5,0,15.28571429,16.075,16
945,5,5,0,13.16666667,12.66666667,13
946,4,4,1,13.6,12.83333333,13
947,1,3,1,0.0,0.0,0
948,1,1,1,11.4,11.5,11
949,5,3,1,0.0,0.0,0
950,5,5,1,11.0,11.6,11
951,5,5,1,0.0,0.0,0
952,5,5,1,13.57142857,12.66666667,13
953,2,5,0,0.0,0.0,0
954,3,5,1,11.25,12.0,12
955,5,5,1,13.33333333,11.0,12
956,5,5,1,12.0,11.66666667,12
957,5,5,1,12.5,13.0,13
958,5,5,1,13.2,12.66666667,13
959,1,1,1,0.0,0.0,0
960,1,1,1,11.66666667,11.5,12
961,5,5,1,13.46666667,13.64285714,14
962,3,5,1,13.66666667,13.2,13
963,5,5,1,11.66666667,12.5,12
964,4,5,1,11.66666667,10.2,11
965,3,5,1,13.4,12.4,13
966,5,5,1,0.0,0.0,0
967,5,5,1,0.0,0.0,0
968,1,1,1,0.0,0.0,0
969,4,5,1,10.66666667,10.5,11
970,1,1,1,13.75,14.75,14
971,5,4,1,10.0,0.0,5
972,5,5,1,0.0,0.0,0
973,5,5,1,16.0,15.5,16
974,5,4,1,12.28571429,11.125,12
975,5,4,1,12.0,10.33333333,11
976,5,5,1,12.66666667,12.66666667,13
977,5,5,1,11.8,13.25,13
978,5,5,1,10.6,14.66666667,13
979,5,5,1,11.9,12.25,12
980,5,5,1,11.25,10.5,11
981,5,5,1,11.0,11.4,11
982,5,5,1,12.0,12.5,12
983,5,4,1,11.75,10.83333333,11
984,3,5,1,10.0,16.0,13
985,4,4,1,13.71428571,13.71428571,14
986,5,5,1,14.875,15.8,15
987,5,1,1,10.8,0.0,5
988,4,5,1,12.0,10.0,11
989,5,2,1,12.5,13.5,13
990,5,3,0,14.72857143,16.32727273,16
991,3,3,0,12.0,14.8,13
992,4,4,0,11.42857143,11.0,11
993,5,5,0,14.16666667,13.5,14
994,5,5,0,12.5,14.6,14
995,5,5,0,14.16666667,14.33333333,14
996,5,5,0,14.46,13.55,14
997,5,5,0,12.8,11.5,12
998,4,4,0,12.66666667,13.4,13
999,1,1,0,12.5,13.0,13
1000,5,5,0,0.0,0.0,0
1001,5,5,0,0.0,0.0,0
1002,3,5,0,0.0,0.0,0
1003,5,5,0,11.2,11.0,11
1004,4,5,0,16.5,17.42857143,17
1005,5,5,0,13.66666667,12.0,13
1006,5,5,0,15.22857143,15.22857143,15
1007,5,5,0,12.77777778,13.22222222,13
1008,5,5,0,14.42857143,14.42857143,14
1009,4,4,0,13.875,13.71428571,14
1010,5,5,0,13.128,13.19333333,13
1011,5,4,0,11.605,12.4125,12
1012,5,5,0,14.6,12.0,13
1013,5,5,0,0.0,0.0,0
1014,5,5,0,11.8,11.6,12
1015,5,5,0,12.33333333,12.33333333,12
1016,5,5,0,11.0,0.0,6
1017,4,5,0,13.18181818,12.90909091,13
1018,5,5,0,11.0,0.0,6
1019,5,5,0,11.83333333,12.28571429,12
1020,5,5,0,12.98125,12.98125,13
1021,5,5,0,11.33333333,11.2,11
1022,3,3,0,11.68,11.68,12
1023,5,5,0,14.5,13.5,14
1024,5,5,0,13.14285714,12.85714286,13
1025,5,5,0,11.5,10.5,11
1026,5,5,0,14.2,11.8,13
1027,5,5,0,11.66666667,12.2,12
1028,5,5,0,13.175,14.875,14
1029,5,5,0,13.31428571,13.31428571,13
1030,5,4,0,10.6,10.5,11
1031,5,5,0,12.0,10.75,11
1032,5,5,0,13.42857143,14.14285714,14
1033,5,5,0,13.25,15.57142857,14
1034,5,5,0,13.0,0.0,7
1035,5,5,0,14.33333333,14.0,14
1036,5,5,0,0.0,0.0,0
1037,5,3,0,14.0,13.16666667,14
1038,5,5,0,12.0,12.83333333,12
1039,3,5,0,12.33333333,10.6,11
1040,5,5,0,11.8,10.4,11
1041,5,5,0,12.79142857,12.79142857,13
1042,5,5,0,11.625,11.2,11
1043,5,5,0,11.99444444,12.43142857,12
1044,5,5,0,11.6,12.2,12
1045,5,5,0,0.0,0.0,0
1046,3,5,0,13.16666667,13.16666667,13
1047,5,5,0,14.1,14.1,14
1048,5,5,0,12.39666667,12.94285714,13
1049,5,5,0,15.01428571,16.0875,16
1050,5,5,0,0.0,0.0,0
1051,5,5,0,14.05,15.1,15
1052,5,5,0,14.85,15.2,15
1053,3,3,0,13.0,13.0,13
1054,5,5,0,14.7875,15.8625,15
1055,5,5,0,13.7,14.67142857,14
1056,5,5,0,12.49571429,12.24285714,12
1057,2,5,0,14.56666667,14.56666667,15
1058,2,5,0,11.2,11.25,11
1059,5,5,0,12.68571429,12.68571429,13
1060,5,5,0,13.57142857,13.25,13
1061,5,5,0,0.0,0.0,0
1062,5,5,0,11.0,11.16666667,11
1063,5,5,0,14.445,14.445,14
1064,5,5,0,13.6,11.75,13
1065,5,5,0,14.0,14.625,14
1066,5,5,0,13.41666667,13.41666667,13
1067,4,4,0,12.33333333,11.4,12
1068,5,5,0,13.1,14.8125,14
1069,5,5,0,13.2,12.8,13
1070,5,5,0,14.75,14.75,15
1071,5,5,0,13.14285714,14.33333333,14
1072,5,5,0,12.5,12.5,13
1073,2,5,0,13.75,14.85714286,14
1074,5,5,0,12.4,13.0,13
1075,5,5,0,13.33333333,12.0,13
1076,5,5,0,11.72727273,12.0,12
1077,5,5,0,12.5,14.0,13
1078,3,4,0,0.0,0.0,0
1079,5,5,0,13.53333333,13.61428571,14
1080,5,1,0,13.16666667,12.66666667,13
1081,5,5,0,13.2,11.0,12
1082,3,5,0,12.2,12.6,12
1083,5,5,0,13.42857143,14.85714286,14
1084,5,4,0,12.71428571,12.625,13
1085,3,2,0,0.0,0.0,0
1086,5,5,0,13.66666667,13.66666667,14
1087,5,5,0,11.0,13.16666667,12
1088,5,1,0,11.4,13.33333333,12
1089,5,5,0,0.0,0.0,0
1090,5,5,0,12.0,12.0,12
1091,5,5,0,0.0,0.0,0
1092,1,5,0,11.0,11.66666667,11
1093,5,5,0,12.0,11.57142857,12
1094,5,5,0,13.30857143,12.55,13
1095,5,5,0,13.66666667,10.66666667,12
1096,5,5,0,0.0,0.0,0
1097,5,5,0,12.2,11.25,12
1098,5,4,0,12.66666667,12.83333333,13
1099,2,5,0,14.07125,14.07125,14
1100,5,5,0,14.25,13.2,14
1101,5,5,0,0.0,0.0,0
1102,5,5,0,12.0,10.25,11
1103,5,5,0,11.16666667,10.57142857,11
1104,1,5,0,13.0,11.6,12
1105,5,5,0,0.0,0.0,0
1106,1,1,0,14.90142857,14.90142857,15
1107,5,5,0,12.65,12.44555556,13
1108,5,5,0,11.0,10.6,11
1109,5,5,0,12.4,12.66666667,13
1110,5,5,0,12.0,12.66666667,12
1111,5,5,0,12.13571429,13.32857143,13
1112,5,5,0,12.62,12.5,13
1113,4,4,0,10.66666667,11.33333333,11
1114,5,5,0,13.76666667,14.05142857,14
1115,5,5,0,13.11625,13.11625,13
1116,2,5,0,0.0,0.0,0
1117,5,5,0,12.7,13.57142857,13
1118,5,5,0,11.85714286,11.7,12
1119,5,5,0,12.33333333,12.33333333,12
1120,5,5,0,15.75,16.4,16
1121,5,5,0,13.33333333,13.2,13
1122,5,5,0,14.35555556,13.49375,14
1123,5,5,0,13.0,13.0,13
1124,5,5,0,12.83333333,13.5,13
1125,5,5,0,13.2,13.0,13
1126,3,5,0,17.00555556,16.58222222,17
1127,5,5,0,10.6,11.0,11
1128,5,5,0,14.0,13.6,14
1129,5,5,0,12.11428571,12.11428571,12
1130,5,5,0,13.05875,13.05875,13
1131,5,4,0,13.28571429,13.28571429,13
1132,5,5,0,11.0,10.66666667,11
1133,5,5,0,14.07142857,15.1625,15
1134,5,5,0,0.0,0.0,0
1135,5,5,0,11.25,11.0,11
1136,5,5,0,14.0,13.625,14
1137,5,5,0,12.16666667,11.66666667,12
1138,4,4,0,13.29714286,13.29714286,13
1139,5,5,0,13.92307692,14.25,14
1140,5,5,0,13.37,12.83333333,13
1141,5,5,0,12.4,11.0,12
1142,3,3,0,15.0,13.75,14
1143,5,5,0,13.33333333,12.57142857,13
1144,5,5,0,12.0,12.625,12
1145,1,1,0,13.4,12.2,13
1146,5,5,0,0.0,0.0,0
1147,5,5,0,11.5,11.4,11
1148,5,1,0,12.0,12.16666667,12
1149,5,5,0,13.48571429,13.48571429,13
1150,5,5,0,12.0,11.28571429,12
1151,5,2,0,0.0,0.0,0
1152,4,5,0,10.33333333,14.42857143,12
1153,5,5,0,12.94,13.76,13
1154,5,5,0,13.25857143,13.25857143,13
1155,5,5,0,12.25,12.0,12
1156,5,5,0,11.66666667,10.0,11
1157,5,5,0,13.57142857,12.5,13
1158,5,5,0,11.8,11.83333333,12
1159,4,5,0,14.2,13.28571429,14
1160,5,5,0,11.0,11.8,11
1161,4,4,0,13.625,12.6375,13
1162,5,5,0,14.65285714,14.65285714,15
1163,4,5,0,11.33333333,11.33333333,11
1164,5,5,0,13.7,0.0,7
1165,5,5,0,13.72727273,14.75,14
1166,5,5,0,11.75,11.14285714,11
1167,1,1,1,12.33333333,13.0,13
1168,3,5,0,14.0,13.85714286,14
1169,5,5,1,11.5,11.75,12
1170,5,5,1,11.2,13.2,12
1171,5,4,1,15.07,15.07,15
1172,1,1,1,10.0,12.0,11
1173,5,5,1,12.0,12.66666667,12
1174,5,5,1,13.0,12.6,13
1175,5,5,1,11.0,11.25,11
1176,5,5,0,13.57142857,12.16666667,13
1177,5,2,1,14.6,14.2,14
1178,5,5,0,11.83333333,10.0,11
1179,5,5,0,12.625,12.5125,13
1180,5,5,0,11.5,12.33333333,12
1181,5,5,0,13.25,10.5,12
1182,5,5,0,12.60625,11.9,12
1183,5,5,0,13.75,13.2,13
1184,5,5,0,13.59833333,11.93333333,13
1185,5,5,0,11.14285714,12.28571429,12
1186,5,5,0,12.7,12.96818182,13
1187,5,5,0,10.0,11.0,11
1188,5,5,0,11.66666667,11.5,12
1189,5,5,0,14.0,13.14285714,14
1190,1,1,0,0.0,0.0,0
1191,5,5,0,12.04142857,12.04142857,12
1192,5,5,0,0.0,0.0,0
1193,4,5,0,13.76923077,14.58333333,14
1194,5,5,0,15.44444444,15.30769231,15
1195,5,5,0,11.5,12.71428571,12
1196,5,4,0,10.0,0.0,5
1197,5,5,0,12.25,10.33333333,11
1198,5,5,0,14.5,15.16666667,15
1199,5,5,0,15.57142857,16.375,16
1200,5,5,0,15.57142857,14.71428571,15
1201,5,5,0,13.8,12.16666667,13
1202,5,5,0,10.66666667,14.8,13
1203,5,5,0,11.6,11.75,12
1204,1,1,0,13.0,0.0,7
1205,2,5,0,12.0,13.625,13
1206,5,1,0,12.33333333,12.33333333,12
1207,5,5,0,12.875,12.9,13
1208,1,5,0,11.0,0.0,6
1209,5,5,0,12.25,10.5,11
1210,5,5,0,0.0,0.0,0
1211,5,5,0,10.75,11.5,11
1212,5,5,0,13.63,13.63,14
1213,1,1,0,13.0,11.5,12
1214,5,5,0,13.53333333,12.22857143,13
1215,4,5,0,16.9,16.37777778,17
1216,5,5,0,12.0,12.0,12
1217,5,5,0,12.5,13.28571429,13
1218,5,5,0,12.76428571,12.76428571,13
1219,5,5,0,13.75,12.16666667,13
1220,4,5,0,0.0,0.0,0
1221,5,5,0,14.60428571,15.68333333,15
1222,5,4,0,0.0,0.0,0
1223,2,5,0,13.83333333,12.5,13
1224,5,5,0,13.57625,13.57625,14
1225,5,5,0,15.14285714,15.83333333,15
1226,5,4,0,10.66666667,11.6,11
1227,5,5,0,11.2,12.0,12
1228,5,5,0,13.76375,13.76375,14
1229,5,4,0,13.25,12.2,13
1230,5,5,0,10.71428571,12.2,11
1231,5,5,0,12.16666667,11.66666667,12
1232,5,5,0,14.35714286,14.35714286,14
1233,5,5,0,12.83333333,12.66666667,13
1234,2,2,0,13.92571429,13.92571429,14
1235,5,5,0,12.0,11.0,12
1236,5,4,0,13.44285714,13.74444444,14
1237,5,5,1,16.0,0.0,8
1238,5,5,1,13.125,13.2,13
1239,5,5,1,0.0,0.0,0
1240,5,5,1,11.4,11.0,11
1241,5,5,1,11.0,11.66666667,11
1242,5,5,1,11.0,10.0,11
1243,5,2,0,13.66666667,13.0,13
1244,5,5,0,11.75,10.0,11
1245,5,5,0,10.0,13.0,12
1246,5,5,0,13.5,12.83333333,13
1247,5,5,0,0.0,0.0,0
1248,4,5,0,12.0,11.0,12
1249,5,4,0,13.0,11.8,12
1250,5,5,0,14.83333333,16.0,15
1251,5,5,0,11.83333333,12.85714286,12
1252,5,5,0,12.0,12.33333333,12
1253,5,5,0,12.75,11.33333333,12
1254,5,2,0,0.0,14.75,7
1255,5,5,0,0.0,10.0,5
1256,5,5,0,12.0,12.85714286,12
1257,5,5,0,11.67777778,13.8,13
1258,5,5,0,13.6,13.6,14
1259,5,5,0,16.0,15.875,16
1260,4,4,0,11.8,11.5,12
1261,5,4,1,0.0,14.0,7
1262,5,5,1,0.0,0.0,0
1263,5,4,0,16.14285714,16.2,16
1264,5,5,0,11.78571429,11.78571429,12
1265,5,5,0,13.42375,13.42375,13
1266,5,5,0,12.5,14.16666667,13
1267,5,5,0,12.46428571,12.46428571,12
1268,5,5,0,12.375,12.6,12
1269,5,5,0,10.0,0.0,5
1270,5,5,0,12.6,12.42857143,13
1271,5,5,0,12.6,12.4,13
1272,5,5,0,10.0,12.0,11
1273,5,5,0,0.0,0.0,0
1274,5,5,0,11.6,12.33333333,12
1275,5,5,0,12.16666667,13.5,13
1276,5,5,0,13.6,12.66666667,13
1277,5,5,0,12.5,11.8,12
1278,5,5,1,12.25,11.5,12
1279,5,5,0,11.71428571,12.625,12
1280,5,5,1,13.5,13.0,13
1281,5,5,1,13.02428571,13.02428571,13
1282,5,5,1,0.0,0.0,0
1283,5,5,1,17.33333333,18.57142857,18
1284,5,5,1,11.0,11.5,11
1285,4,4,1,13.66666667,12.5,13
1286,5,5,1,11.375,13.8,13
1287,5,5,1,12.83333333,11.83333333,12
1288,1,1,1,12.6,11.5,12
1289,5,5,1,14.33333333,13.77142857,14
1290,5,5,1,13.5,13.625,14
1291,5,5,1,14.28571429,14.28571429,14
1292,5,5,1,11.75,10.0,11
1293,3,5,1,14.8,17.6,16
1294,5,4,1,0.0,0.0,0
1295,5,5,1,10.0,0.0,5
1296,1,1,1,0.0,0.0,0
1297,5,5,1,12.6,12.38,12
1298,5,5,1,12.42857143,11.8,12
1299,5,5,1,10.0,12.0,11
1300,4,5,1,12.33333333,0.0,6
1301,4,5,1,0.0,0.0,0
1302,3,3,1,0.0,0.0,0
1303,2,5,1,12.1,13.33333333,13
1304,5,5,0,14.71428571,15.0,15
1305,5,5,0,12.66666667,12.83333333,13
1306,5,5,0,14.38461538,13.3,14
1307,5,5,0,13.4,12.2,13
1308,5,5,0,13.31428571,13.31428571,13
1309,5,5,0,11.98857143,11.98857143,12
1310,5,5,0,11.54545455,12.88888889,12
1311,5,5,0,16.46153846,13.875,15
1312,5,5,0,13.66666667,12.83333333,13
1313,3,4,0,12.65,13.41111111,13
1314,5,5,0,12.33333333,12.0,12
1315,5,5,0,14.37,14.65,15
1316,5,5,0,12.0,11.75,12
1317,1,5,0,12.0,10.66666667,11
1318,5,5,0,12.0,11.0,12
1319,5,5,0,12.6,11.2,12
1320,5,4,0,12.16666667,12.33333333,12
1321,5,5,0,13.5,14.0,14
1322,5,5,0,13.76375,13.76375,14
1323,5,5,0,12.4,12.8,13
1324,3,5,0,10.66666667,12.0,11
1325,5,5,0,14.33333333,14.33333333,14
1326,5,5,0,12.5,12.66666667,13
1327,1,5,0,10.0,0.0,5
1328,4,4,0,14.69625,14.62222222,15
1329,3,5,0,11.5,13.75,13
1330,5,5,0,12.85555556,13.9125,13
1331,4,5,0,13.7,13.99444444,14
1332,2,4,0,0.0,12.0,6
1333,5,5,0,11.2,12.0,12
1334,5,5,0,13.28571429,13.33333333,13
1335,3,5,0,13.0,10.4,12
1336,4,5,0,12.6,11.68571429,12
1337,5,5,0,12.8,12.0,12
1338,5,5,0,11.5,11.0,11
1339,5,5,0,11.4,11.4,11
1340,5,5,0,12.33333333,11.33333333,12
1341,5,5,0,12.8,12.2,13
1342,5,5,0,12.0,15.0,14
1343,5,5,0,13.0,13.5,13
1344,5,5,0,11.83333333,11.0,11
1345,5,5,0,14.0,13.33333333,14
1346,4,4,0,12.33333333,13.5,13
1347,5,5,0,13.04,12.5,13
1348,5,5,0,13.16666667,13.33333333,13
1349,5,5,0,12.5,12.83333333,13
1350,4,4,0,0.0,0.0,0
1351,5,5,0,15.65714286,15.65714286,16
1352,5,4,0,12.16666667,11.33333333,12
1353,5,5,0,0.0,0.0,0
1354,5,5,0,10.6,11.16666667,11
1355,5,5,0,13.42857143,12.66666667,13
1356,1,1,0,11.75,0.0,6
1357,5,5,1,0.0,0.0,0
1358,5,5,1,0.0,0.0,0
1359,5,5,1,0.0,0.0,0
1360,5,5,1,13.0,0.0,7
1361,5,5,1,13.33142857,13.33142857,13
1362,5,5,1,0.0,0.0,0
1363,5,5,1,0.0,0.0,0
1364,5,5,1,13.7,13.7,14
1365,4,4,1,0.0,0.0,0
1366,4,5,1,13.45454545,13.875,14
1367,5,5,1,12.2,12.2,12
1368,5,4,1,10.0,11.0,11
1369,5,5,1,13.0,12.85714286,13
1370,5,5,1,12.0,14.0,13
1371,5,5,1,15.02857143,15.02857143,15
1372,5,5,1,12.0,11.71428571,12
1373,4,5,1,12.0,12.4,12
1374,5,5,1,13.66666667,11.33333333,13
1375,5,2,1,0.0,0.0,0
1376,5,4,1,12.0,12.5,12
1377,5,5,1,0.0,0.0,0
1378,5,5,1,14.0,0.0,7
1379,5,5,1,0.0,0.0,0
1380,3,5,1,12.375,12.58333333,12
1381,5,5,1,0.0,0.0,0
1382,5,2,1,11.42105263,11.07692308,11
1383,5,5,1,13.35,13.35,13
1384,5,4,1,15.0,16.0,16
1385,2,5,1,10.5,0.0,5
1386,4,3,1,0.0,0.0,0
1387,5,5,1,13.25,11.83333333,13
1388,5,5,1,0.0,0.0,0
1389,4,4,1,11.5,10.6,11
1390,3,5,0,13.88125,13.88125,14
1391,4,5,0,11.33333333,12.6,12
1392,5,5,0,0.0,0.0,0
1393,5,5,0,12.85714286,13.66666667,13
1394,5,5,0,11.6,12.5,12
1395,5,4,0,11.4,11.33333333,11
1396,4,5,0,13.33333333,13.0,13
1397,4,5,0,13.57142857,13.77777778,14
1398,5,5,0,11.83333333,12.22857143,12
1399,5,5,0,14.42857143,14.14285714,14
1400,4,4,0,0.0,0.0,0
1401,5,5,0,12.28571429,12.4,12
1402,2,5,0,14.4,13.8,14
1403,5,5,0,13.15,15.06875,14
1404,3,5,1,0.0,0.0,0
1405,5,5,1,0.0,0.0,0
1406,5,5,0,12.34285714,12.34285714,12
1407,5,5,0,12.2,10.8,12
1408,5,1,0,10.5,11.0,11
