MOTHER_JOB,FATHER_JOB,GENDER,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),GRADE
5,2,1,11.8,0,6
5,4,1,12.66666667,13.83333333,13
10,11,1,0,0,0
5,7,1,0,0,0
1,4,1,10.75,10,10
6,5,1,12.6,13.25,13
10,10,1,0,0,0
6,9,1,12,12.14285714,12
10,9,1,14,14.5,14
6,5,1,14,13.5,14
5,11,1,14.68285714,15.05555556,15
12,12,1,0,0,0
4,8,1,0,0,0
5,6,1,13.85714286,12.8,13
10,8,1,0,0,0
29,44,1,13.14285714,12.5,13
1,1,1,18,13,16
6,6,1,11.46153846,11.58333333,12
2,2,1,11.2,11.58333333,11
32,45,1,15,14.5,15
10,10,1,14.24444444,12.23333333,13
10,10,1,11.5,11,11
5,6,1,10,0,5
8,11,1,12.33333333,11.6,12
10,4,1,12.2,12.14285714,12
10,9,1,13.66666667,13.2,13
3,6,1,0,0,0
10,7,1,11,0,6
5,8,1,13,11.42857143,12
5,10,0,12.6,12.6,13
1,1,0,12.2,12.33333333,12
1,1,0,13.16666667,13,13
10,8,0,11,11,11
5,8,0,14.01428571,15.35,15
10,6,0,13,11.25,12
10,10,0,14,14.66666667,14
28,44,0,0,0,0
10,10,0,14.42857143,14.42857143,14
10,5,0,0,0,0
5,8,0,11.83333333,12.46153846,12
5,10,0,11.33333333,13,12
6,6,0,12.5,13,13
6,10,0,13.33333333,12.54545455,13
10,6,0,10.83333333,11,11
8,8,0,13,14,14
10,8,0,10,14,12
6,6,0,11.42857143,11.2,11
8,8,0,12.8875,12.8875,13
10,5,0,12.95,12.95,13
10,10,0,10,0,5
6,6,0,13.09428571,12.55,13
8,8,0,0,0,0
8,7,0,11.71428571,11,11
6,6,0,11.25,10,11
8,11,0,0,0,0
10,6,0,13.16666667,13.33333333,13
6,5,0,12.75,13.4,13
10,10,0,10.6,11,11
10,8,0,11.2,12,12
10,7,0,0,0,0
5,6,0,13,13.66666667,13
12,12,0,0,0,0
9,11,0,0,0,0
10,5,0,14.16666667,15,15
10,8,0,12.83333333,12.33333333,13
10,4,0,11.75,10.4,11
10,10,0,10.83333333,11.5,11
5,3,0,11.75,12.25,12
10,7,0,11.5,10.5,11
10,10,0,10,11.33333333,11
10,8,0,13.7,13.7,14
5,12,0,14,0,7
7,9,0,11.375,12.16666667,12
29,35,0,0,0,0
1,1,0,0,0,0
8,8,0,11,12.5,12
10,10,0,13,13.28571429,13
8,8,0,13.6,15.11111111,14
10,10,0,11,11.5,11
3,6,0,11.70571429,11.70571429,12
4,4,0,13.25,14.33333333,14
10,10,0,10.75,10,10
7,7,0,12,13.42857143,13
5,11,0,12.66666667,12.25,12
12,8,0,11.4,11,11
6,6,0,13,12.4,13
10,5,0,14,12.28571429,13
10,10,0,0,0,0
10,11,0,0,0,0
10,8,0,15.28571429,16.075,16
8,8,0,13.16666667,12.66666667,13
4,4,1,13.6,12.83333333,13
1,3,1,0,0,0
1,1,1,11.4,11.5,11
10,3,1,0,0,0
10,10,1,11,11.6,11
10,10,1,0,0,0
5,9,1,13.57142857,12.66666667,13
2,11,0,0,0,0
3,10,1,11.25,12,12
5,12,1,13.33333333,11,12
10,10,1,12,11.66666667,12
10,5,1,12.5,13,13
6,6,1,13.2,12.66666667,13
1,1,1,0,0,0
1,1,1,11.66666667,11.5,12
10,10,1,13.46666667,13.64285714,14
3,5,1,13.66666667,13.2,13
6,6,1,11.66666667,12.5,12
4,8,1,11.66666667,10.2,11
3,9,1,13.4,12.4,13
10,6,1,0,0,0
10,11,1,0,0,0
1,1,1,0,0,0
4,6,1,10.66666667,10.5,11
1,1,1,13.75,14.75,14
8,4,1,10,0,5
8,8,1,0,0,0
8,8,1,16,15.5,16
10,4,1,12.28571429,11.125,12
10,4,1,12,10.33333333,11
10,9,1,12.66666667,12.66666667,13
30,29,1,11.8,13.25,13
8,6,1,10.6,14.66666667,13
10,7,1,11.9,12.25,12
7,7,1,11.25,10.5,11
5,5,1,11,11.4,11
5,6,1,12,12.5,12
10,4,1,11.75,10.83333333,11
3,11,1,10,16,13
4,4,1,13.71428571,13.71428571,14
5,7,1,14.875,15.8,15
6,1,1,10.8,0,5
4,5,1,12,10,11
10,2,1,12.5,13.5,13
10,3,0,14.72857143,16.32727273,16
3,3,0,12,14.8,13
4,4,0,11.42857143,11,11
5,10,0,14.16666667,13.5,14
29,43,0,12.5,14.6,14
10,9,0,14.16666667,14.33333333,14
19,26,0,14.46,13.55,14
7,5,0,12.8,11.5,12
4,4,0,12.66666667,13.4,13
1,1,0,12.5,13,13
6,6,0,0,0,0
10,10,0,0,0,0
3,6,0,0,0,0
8,8,0,11.2,11,11
4,5,0,16.5,17.42857143,17
6,6,0,13.66666667,12,13
10,7,0,15.22857143,15.22857143,15
10,11,0,12.77777778,13.22222222,13
6,6,0,14.42857143,14.42857143,14
4,4,0,13.875,13.71428571,14
10,11,0,13.128,13.19333333,13
5,4,0,11.605,12.4125,12
5,6,0,14.6,12,13
5,6,0,0,0,0
29,28,0,11.8,11.6,12
10,9,0,12.33333333,12.33333333,12
10,10,0,11,0,6
4,6,0,13.18181818,12.90909091,13
10,13,0,11,0,6
5,10,0,11.83333333,12.28571429,12
5,8,0,12.98125,12.98125,13
5,10,0,11.33333333,11.2,11
3,3,0,11.68,11.68,12
10,10,0,14.5,13.5,14
29,36,0,13.14285714,12.85714286,13
5,12,0,11.5,10.5,11
5,12,0,14.2,11.8,13
10,10,0,11.66666667,12.2,12
10,5,0,13.175,14.875,14
10,10,0,13.31428571,13.31428571,13
5,4,0,10.6,10.5,11
6,8,0,12,10.75,11
9,9,0,13.42857143,14.14285714,14
10,10,0,13.25,15.57142857,14
8,8,0,13,0,7
10,8,0,14.33333333,14,14
10,8,0,0,0,0
5,3,0,14,13.16666667,14
5,10,0,12,12.83333333,12
3,6,0,12.33333333,10.6,11
5,6,0,11.8,10.4,11
10,8,0,12.79142857,12.79142857,13
10,7,0,11.625,11.2,11
10,10,0,11.99444444,12.43142857,12
5,8,0,11.6,12.2,12
5,10,0,0,0,0
3,11,0,13.16666667,13.16666667,13
5,5,0,14.1,14.1,14
10,7,0,12.39666667,12.94285714,13
6,6,0,15.01428571,16.0875,16
5,9,0,0,0,0
5,8,0,14.05,15.1,15
5,6,0,14.85,15.2,15
3,3,0,13,13,13
10,8,0,14.7875,15.8625,15
6,8,0,13.7,14.67142857,14
5,5,0,12.49571429,12.24285714,12
2,8,0,14.56666667,14.56666667,15
2,6,0,11.2,11.25,11
5,11,0,12.68571429,12.68571429,13
6,6,0,13.57142857,13.25,13
8,8,0,0,0,0
10,11,0,11,11.16666667,11
5,5,0,14.445,14.445,14
6,11,0,13.6,11.75,13
6,11,0,14,14.625,14
6,7,0,13.41666667,13.41666667,13
4,4,0,12.33333333,11.4,12
10,9,0,13.1,14.8125,14
10,10,0,13.2,12.8,13
5,5,0,14.75,14.75,15
9,9,0,13.14285714,14.33333333,14
6,6,0,12.5,12.5,13
2,12,0,13.75,14.85714286,14
10,6,0,12.4,13,13
5,8,0,13.33333333,12,13
10,10,0,11.72727273,12,12
6,10,0,12.5,14,13
3,4,0,0,0,0
5,10,0,13.53333333,13.61428571,14
5,1,0,13.16666667,12.66666667,13
10,10,0,13.2,11,12
3,11,0,12.2,12.6,12
10,5,0,13.42857143,14.85714286,14
10,4,0,12.71428571,12.625,13
3,2,0,0,0,0
10,6,0,13.66666667,13.66666667,14
18,16,0,11,13.16666667,12
5,1,0,11.4,13.33333333,12
6,8,0,0,0,0
5,6,0,12,12,12
6,9,0,0,0,0
1,8,0,11,11.66666667,11
5,5,0,12,11.57142857,12
10,10,0,13.30857143,12.55,13
10,10,0,13.66666667,10.66666667,12
6,9,0,0,0,0
10,10,0,12.2,11.25,12
6,4,0,12.66666667,12.83333333,13
2,10,0,14.07125,14.07125,14
10,10,0,14.25,13.2,14
10,10,0,0,0,0
8,6,0,12,10.25,11
10,10,0,11.16666667,10.57142857,11
1,6,0,13,11.6,12
10,10,0,0,0,0
1,1,0,14.90142857,14.90142857,15
9,9,0,12.65,12.44555556,13
6,10,0,11,10.6,11
12,8,0,12.4,12.66666667,13
7,7,0,12,12.66666667,12
7,8,0,12.13571429,13.32857143,13
10,8,0,12.62,12.5,13
4,4,0,10.66666667,11.33333333,11
10,8,0,13.76666667,14.05142857,14
10,8,0,13.11625,13.11625,13
2,10,0,0,0,0
10,6,0,12.7,13.57142857,13
10,10,0,11.85714286,11.7,12
6,10,0,12.33333333,12.33333333,12
10,10,0,15.75,16.4,16
6,6,0,13.33333333,13.2,13
5,9,0,14.35555556,13.49375,14
10,10,0,13,13,13
10,10,0,12.83333333,13.5,13
10,10,0,13.2,13,13
3,11,0,17.00555556,16.58222222,17
10,10,0,10.6,11,11
10,7,0,14,13.6,14
6,9,0,12.11428571,12.11428571,12
8,8,0,13.05875,13.05875,13
10,4,0,13.28571429,13.28571429,13
32,36,0,11,10.66666667,11
10,6,0,14.07142857,15.1625,15
6,7,0,0,0,0
6,7,0,11.25,11,11
10,10,0,14,13.625,14
5,10,0,12.16666667,11.66666667,12
4,4,0,13.29714286,13.29714286,13
5,7,0,13.92307692,14.25,14
6,7,0,13.37,12.83333333,13
8,10,0,12.4,11,12
3,3,0,15,13.75,14
10,6,0,13.33333333,12.57142857,13
10,10,0,12,12.625,12
1,1,0,13.4,12.2,13
5,6,0,0,0,0
6,8,0,11.5,11.4,11
10,1,0,12,12.16666667,12
5,5,0,13.48571429,13.48571429,13
5,6,0,12,11.28571429,12
10,2,0,0,0,0
4,6,0,10.33333333,14.42857143,12
10,5,0,12.94,13.76,13
8,8,0,13.25857143,13.25857143,13
11,11,0,12.25,12,12
10,8,0,11.66666667,10,11
10,8,0,13.57142857,12.5,13
10,8,0,11.8,11.83333333,12
4,10,0,14.2,13.28571429,14
10,10,0,11,11.8,11
4,4,0,13.625,12.6375,13
10,6,0,14.65285714,14.65285714,15
4,5,0,11.33333333,11.33333333,11
10,10,0,13.7,0,7
6,10,0,13.72727273,14.75,14
10,10,0,11.75,11.14285714,11
1,1,1,12.33333333,13,13
3,8,0,14,13.85714286,14
6,8,1,11.5,11.75,12
6,8,1,11.2,13.2,12
5,4,1,15.07,15.07,15
1,1,1,10,12,11
5,11,1,12,12.66666667,12
10,10,1,13,12.6,13
6,6,1,11,11.25,11
6,7,0,13.57142857,12.16666667,13
10,2,1,14.6,14.2,14
10,10,0,11.83333333,10,11
10,10,0,12.625,12.5125,13
10,10,0,11.5,12.33333333,12
10,10,0,13.25,10.5,12
6,6,0,12.60625,11.9,12
10,10,0,13.75,13.2,13
30,43,0,13.59833333,11.93333333,13
10,10,0,11.14285714,12.28571429,12
10,8,0,12.7,12.96818182,13
10,8,0,10,11,11
6,8,0,11.66666667,11.5,12
5,5,0,14,13.14285714,14
1,1,0,0,0,0
5,5,0,12.04142857,12.04142857,12
8,8,0,0,0,0
4,7,0,13.76923077,14.58333333,14
10,10,0,15.44444444,15.30769231,15
5,8,0,11.5,12.71428571,12
10,4,0,10,0,5
6,6,0,12.25,10.33333333,11
5,5,0,14.5,15.16666667,15
6,6,0,15.57142857,16.375,16
5,5,0,15.57142857,14.71428571,15
5,9,0,13.8,12.16666667,13
10,8,0,10.66666667,14.8,13
32,35,0,11.6,11.75,12
1,1,0,13,0,7
2,10,0,12,13.625,13
12,1,0,12.33333333,12.33333333,12
10,11,0,12.875,12.9,13
1,6,0,11,0,6
10,10,0,12.25,10.5,11
10,10,0,0,0,0
10,10,0,10.75,11.5,11
10,5,0,13.63,13.63,14
1,1,0,13,11.5,12
8,10,0,13.53333333,12.22857143,13
4,8,0,16.9,16.37777778,17
6,9,0,12,12,12
8,7,0,12.5,13.28571429,13
5,11,0,12.76428571,12.76428571,13
10,8,0,13.75,12.16666667,13
4,5,0,0,0,0
10,6,0,14.60428571,15.68333333,15
6,4,0,0,0,0
2,6,0,13.83333333,12.5,13
8,8,0,13.57625,13.57625,14
8,8,0,15.14285714,15.83333333,15
5,4,0,10.66666667,11.6,11
6,8,0,11.2,12,12
5,9,0,13.76375,13.76375,14
5,4,0,13.25,12.2,13
6,7,0,10.71428571,12.2,11
5,5,0,12.16666667,11.66666667,12
5,11,0,14.35714286,14.35714286,14
5,6,0,12.83333333,12.66666667,13
2,2,0,13.92571429,13.92571429,14
8,5,0,12,11,12
5,4,0,13.44285714,13.74444444,14
8,8,1,16,0,8
10,10,1,13.125,13.2,13
5,5,1,0,0,0
10,10,1,11.4,11,11
5,5,1,11,11.66666667,11
5,6,1,11,10,11
10,2,0,13.66666667,13,13
5,10,0,11.75,10,11
6,6,0,10,13,12
10,10,0,13.5,12.83333333,13
10,10,0,0,0,0
4,7,0,12,11,12
6,4,0,13,11.8,12
5,9,0,14.83333333,16,15
10,6,0,11.83333333,12.85714286,12
8,9,0,12,12.33333333,12
8,9,0,12.75,11.33333333,12
6,2,0,0,14.75,7
6,6,0,0,10,5
6,6,0,12,12.85714286,12
8,8,0,11.67777778,13.8,13
5,8,0,13.6,13.6,14
10,10,0,16,15.875,16
4,4,0,11.8,11.5,12
10,4,1,0,14,7
10,10,1,0,0,0
8,4,0,16.14285714,16.2,16
10,6,0,11.78571429,11.78571429,12
5,6,0,13.42375,13.42375,13
10,11,0,12.5,14.16666667,13
10,8,0,12.46428571,12.46428571,12
29,44,0,12.375,12.6,12
7,7,0,10,0,5
10,11,0,12.6,12.42857143,13
10,10,0,12.6,12.4,13
10,9,0,10,12,11
8,9,0,0,0,0
10,8,0,11.6,12.33333333,12
5,8,0,12.16666667,13.5,13
10,8,0,13.6,12.66666667,13
10,10,0,12.5,11.8,12
5,6,1,12.25,11.5,12
10,10,0,11.71428571,12.625,12
5,10,1,13.5,13,13
8,10,1,13.02428571,13.02428571,13
5,8,1,0,0,0
5,5,1,17.33333333,18.57142857,18
6,8,1,11,11.5,11
4,4,1,13.66666667,12.5,13
5,10,1,11.375,13.8,13
10,10,1,12.83333333,11.83333333,12
1,1,1,12.6,11.5,12
10,8,1,14.33333333,13.77142857,14
10,9,1,13.5,13.625,14
10,10,1,14.28571429,14.28571429,14
10,8,1,11.75,10,11
3,10,1,14.8,17.6,16
10,4,1,0,0,0
5,5,1,10,0,5
1,1,1,0,0,0
10,7,1,12.6,12.38,12
5,10,1,12.42857143,11.8,12
6,6,1,10,12,11
4,5,1,12.33333333,0,6
4,10,1,0,0,0
3,3,1,0,0,0
2,11,1,12.1,13.33333333,13
8,8,0,14.71428571,15,15
10,10,0,12.66666667,12.83333333,13
9,9,0,14.38461538,13.3,14
6,8,0,13.4,12.2,13
6,8,0,13.31428571,13.31428571,13
10,10,0,11.98857143,11.98857143,12
21,37,0,11.54545455,12.88888889,12
10,7,0,16.46153846,13.875,15
10,6,0,13.66666667,12.83333333,13
3,4,0,12.65,13.41111111,13
6,8,0,12.33333333,12,12
10,8,0,14.37,14.65,15
5,10,0,12,11.75,12
1,9,0,12,10.66666667,11
6,8,0,12,11,12
5,9,0,12.6,11.2,12
10,4,0,12.16666667,12.33333333,12
32,16,0,13.5,14,14
10,10,0,13.76375,13.76375,14
6,6,0,12.4,12.8,13
3,11,0,10.66666667,12,11
10,10,0,14.33333333,14.33333333,14
5,10,0,12.5,12.66666667,13
1,8,0,10,0,5
4,4,0,14.69625,14.62222222,15
3,10,0,11.5,13.75,13
10,8,0,12.85555556,13.9125,13
4,11,0,13.7,13.99444444,14
2,4,0,0,12,6
8,8,0,11.2,12,12
6,6,0,13.28571429,13.33333333,13
3,11,0,13,10.4,12
4,8,0,12.6,11.68571429,12
10,7,0,12.8,12,12
10,10,0,11.5,11,11
8,9,0,11.4,11.4,11
7,10,0,12.33333333,11.33333333,12
10,10,0,12.8,12.2,13
8,8,0,12,15,14
10,8,0,13,13.5,13
5,9,0,11.83333333,11,11
5,5,0,14,13.33333333,14
4,4,0,12.33333333,13.5,13
8,8,0,13.04,12.5,13
9,10,0,13.16666667,13.33333333,13
5,10,0,12.5,12.83333333,13
4,4,0,0,0,0
10,10,0,15.65714286,15.65714286,16
5,4,0,12.16666667,11.33333333,12
5,10,0,0,0,0
6,9,0,10.6,11.16666667,11
5,6,0,13.42857143,12.66666667,13
1,1,0,11.75,0,6
10,6,1,0,0,0
5,11,1,0,0,0
10,10,1,0,0,0
15,31,1,13,0,7
10,10,1,13.33142857,13.33142857,13
6,6,1,0,0,0
10,10,1,0,0,0
5,10,1,13.7,13.7,14
4,4,1,0,0,0
4,6,1,13.45454545,13.875,14
10,10,1,12.2,12.2,12
8,4,1,10,11,11
10,10,1,13,12.85714286,13
5,9,1,12,14,13
10,10,1,15.02857143,15.02857143,15
6,10,1,12,11.71428571,12
4,6,1,12,12.4,12
5,9,1,13.66666667,11.33333333,13
6,2,1,0,0,0
10,4,1,12,12.5,12
8,8,1,0,0,0
6,6,1,14,0,7
6,10,1,0,0,0
3,9,1,12.375,12.58333333,12
10,10,1,0,0,0
5,2,1,11.42105263,11.07692308,11
10,9,1,13.35,13.35,13
6,4,1,15,16,16
2,10,1,10.5,0,5
4,3,1,0,0,0
10,6,1,13.25,11.83333333,13
5,12,1,0,0,0
4,4,1,11.5,10.6,11
3,8,0,13.88125,13.88125,14
4,11,0,11.33333333,12.6,12
10,10,0,0,0,0
5,10,0,12.85714286,13.66666667,13
29,39,0,11.6,12.5,12
10,4,0,11.4,11.33333333,11
4,10,0,13.33333333,13,13
4,10,0,13.57142857,13.77777778,14
10,10,0,11.83333333,12.22857143,12
10,9,0,14.42857143,14.14285714,14
4,4,0,0,0,0
10,8,0,12.28571429,12.4,12
2,12,0,14.4,13.8,14
10,8,0,13.15,15.06875,14
3,9,1,0,0,0
6,9,1,0,0,0
6,6,0,12.34285714,12.34285714,12
10,10,0,12.2,10.8,12
6,1,0,10.5,11,11
10,2,1,10.6,11.6,11
10,6,0,0,0,0
10,8,0,11.25,12,12
10,10,1,10.5,11.7,11
10,10,0,11,11.66666667,11
5,8,0,13.45714286,14.5125,14
12,12,0,12.6,12.33333333,12
12,8,0,0,0,0
6,6,0,13.66666667,13.6,14
6,8,0,11.6,11.8,12
10,11,0,12.57142857,12.83333333,13
10,6,0,11.8,11.4,12
6,8,0,11.6,12.66666667,12
10,8,0,11.33333333,11.83333333,12
7,7,0,10.66666667,11.5,11
10,10,0,13.5,13.4,13
6,6,0,0,0,0
3,7,0,13.33333333,11.5,12
2,2,0,13.4,13.5,13
10,10,0,10.2,12.25,11
10,8,0,13,12.83333333,13
6,8,0,12.90857143,12.90857143,13
5,10,0,12,10,11
8,8,0,10.83333333,11,11
5,9,0,15.33333333,15.83333333,16
10,10,0,12.81666667,12.875,13
4,5,1,13,14,14
21,31,0,13.5,11,12
10,10,0,12.5,12.16666667,12
10,10,0,13,14.33333333,14
10,7,1,11.75,12.57142857,12
8,4,1,12.5,14.25,13
10,10,1,11.61111111,12.05555556,12
5,4,1,14,14.66666667,14
10,6,1,0,0,0
7,7,1,13.8,13.83333333,14
5,4,1,0,0,0
4,6,1,0,0,0
5,4,1,12.25,12.33333333,12
10,5,1,11.5,13.66666667,13
5,5,1,12.57142857,12.55555556,13
5,2,1,12,12.16666667,12
10,10,1,12,12.30769231,12
5,2,1,0,0,0
6,8,1,12,11.16666667,12
3,4,1,11.6,12.25,12
5,10,1,0,0,0
5,6,1,12,13,13
4,8,1,13.97666667,12.04166667,13
21,35,1,12.5,10,11
8,8,1,0,0,0
8,8,1,10.5,12.5,12
10,9,1,12.85714286,12.3,13
3,9,1,11.66666667,12,12
5,5,1,13,10,12
5,4,1,11.83333333,10.4,11
1,1,1,12.45454545,12.75,13
10,10,1,11,0,6
5,5,1,13.2,14.25,14
10,8,1,15.5,14.16666667,15
5,4,1,12.33333333,13.66666667,13
4,8,1,12,11.4,12
8,2,1,11.6,11.5,12
5,10,1,11.33333333,12.28571429,12
1,5,1,0,0,0
10,11,1,12,12.5,12
5,8,1,12,12.6,12
10,6,1,12.5,11.5,12
4,4,1,13.66666667,13,13
5,5,1,14.5,0,7
5,10,1,13.2,0,7
10,5,1,12.16666667,14.8,13
10,2,0,11.25,11.33333333,11
3,7,1,15.16666667,14.42857143,15
10,10,0,11.16666667,13.4,12
10,8,0,10.98333333,10.98333333,11
5,4,0,10.75,11.5,11
5,3,0,13.38461538,14.28571429,14
5,10,0,11.28571429,12.2,12
9,6,1,0,0,0
5,1,1,13,14.83333333,14
10,10,1,16.11111111,13.5,15
10,10,1,11.5,11,11
3,3,1,10.75,10.5,11
6,9,1,11.6,13,12
3,3,1,0,0,0
3,6,1,13.8,14.14285714,14
6,6,1,13.58571429,14.6875,14
5,11,1,13.85714286,13,13
10,9,1,12,12.33333333,12
5,5,1,13.44444444,12.6,13
4,4,1,14,13.85714286,14
12,12,1,12,0,6
6,4,1,14.2,13.83333333,14
29,42,0,13.34,10.84,12
10,8,0,12.45714286,12.45714286,12
8,8,0,11,12,12
10,10,0,10.5,10.5,11
8,8,1,0,0,0
8,8,1,14,13,14
7,7,0,0,0,0
5,9,1,0,0,0
10,11,1,10,12.5,11
6,10,1,0,0,0
10,10,0,13.5,14.33333333,14
10,10,0,0,0,0
10,8,0,13.38888889,14.88888889,14
5,2,0,0,0,0
5,2,1,13.58333333,13.58333333,14
10,9,1,0,0,0
10,5,1,0,0,0
10,10,1,10,0,5
10,10,1,15.2,15.2,15
10,5,1,12.8,0,6
8,5,1,11.16666667,11,11
3,3,1,0,0,0
5,4,1,12.82857143,12.82857143,13
6,2,1,12.5,12.6,13
10,10,1,10,12.4,11
10,8,0,11.5,13.25,12
3,10,0,11.32857143,11.32857143,11
10,5,0,13,13,13
10,6,0,13.03333333,13.03333333,13
10,7,0,12.16666667,11.75,12
3,8,1,14.5,16.2,15
10,10,0,14.4,13.6,14
10,10,0,12.25,12.5,12
10,9,0,0,0,0
10,11,0,12.66666667,12,12
8,8,0,12,11.66666667,12
5,8,0,0,0,0
4,6,0,11.66666667,10.8,11
8,9,0,0,0,0
12,12,0,10,0,5
5,10,1,0,0,0
1,1,0,12.25,12,12
5,10,0,12,12.5,12
10,6,0,12.6,11.8,12
1,1,0,0,0,0
10,10,0,0,0,0
10,10,0,0,0,0
1,1,0,12.6875,12,12
10,10,0,10.4,10.66666667,11
10,10,0,10.46666667,10.92307692,11
6,6,0,14.33333333,13,14
10,10,0,14.66666667,14.33333333,15
3,8,0,12.83571429,14.23125,14
10,6,1,0,0,0
7,7,1,0,0,0
10,10,1,0,0,0
3,11,1,13.24875,13.24875,13
3,5,1,12.85714286,12.75,13
6,8,0,13.6,14.25,14
4,5,0,14,12.4,13
6,6,0,12,11,12
4,10,0,13.16666667,14,14
8,8,0,13.625,12.16666667,13
10,6,0,14.85,15.61111111,15
5,5,1,10.75,11.4,11
10,5,0,0,11.66666667,6
10,7,0,0,0,0
10,10,0,14,13.85714286,14
10,11,1,0,0,0
12,12,1,0,0,0
10,8,0,13,11.75,12
7,7,0,12.375,12.4,12
5,5,0,0,0,0
10,10,0,11.4,13.75,13
6,6,0,11.25,13,12
10,9,0,13,12,13
10,10,1,0,0,0
10,8,1,13.5,14.16666667,14
5,3,0,11,11,11
4,10,0,0,11,6
10,10,0,12,11.2,12
10,10,0,13,13,13
10,9,1,0,0,0
8,8,0,12,12.25,12
4,4,1,11.16666667,10.8,11
6,5,1,10.5,12,11
5,13,1,12.66666667,12.16666667,12
5,8,1,11,0,6
3,11,1,0,0,0
6,6,1,11.5,10.33333333,11
10,4,1,0,0,0
10,10,1,10.5,11.75,11
5,10,1,12.5,11,12
10,10,1,12.83333333,12.5,13
10,10,1,15.57142857,16.14285714,16
8,8,1,12,11.8,12
10,10,1,11.25,11.33333333,11
1,4,1,0,0,0
5,11,1,12.28571429,14.25,13
5,2,1,11,10.33333333,11
7,7,1,12.14285714,13.6,13
10,9,1,11.5,0,6
10,10,1,12.54545455,11.625,12
4,10,1,13,13,13
3,2,1,12.8875,12.8875,13
10,11,1,12.66666667,13.6,13
8,8,1,12.83333333,12.57142857,13
5,8,1,10.66666667,12.5,12
9,9,1,13,12.4,13
6,6,0,11.98333333,12.28125,12
1,1,0,0,0,0
6,4,0,11.83333333,11.5,12
10,6,0,12.66666667,11,12
7,10,0,13.75,14.5,14
8,5,0,11.4,11.8,12
10,10,0,13.16666667,13,13
10,11,0,12.83333333,11.8,12
10,8,0,14.125,14.5,14
10,10,0,11.66666667,13,12
10,5,0,10.25,11.25,11
10,10,0,12.51428571,11.75,12
5,8,0,11.5,10.44444444,11
8,11,0,10,0,5
10,5,0,15.71428571,12.77777778,14
6,6,1,12.5,11,12
5,1,1,12,12.75,12
10,9,1,0,0,0
10,10,1,12.25,11.75,12
10,5,1,0,0,0
10,10,1,13.6,14.2,14
18,20,1,13.30769231,12.81818182,13
10,11,1,12.2,11.8,12
8,6,1,12.28571429,13.33333333,13
7,7,1,12,13,13
5,5,1,13.34285714,11.65,12
6,4,1,0,0,0
3,4,1,14.27272727,14.81818182,15
5,4,0,12.1375,12.91111111,13
10,8,0,14.16666667,14.85714286,15
5,5,0,13.52857143,14.65555556,14
10,10,0,12,11,12
4,4,0,11.4,11,11
5,8,0,0,0,0
4,4,0,12.91666667,14.5,14
5,8,0,13.6375,14.3875,14
10,8,0,12.9,12.14285714,13
5,10,0,14.36,14.36,14
10,10,0,14.51428571,14.51428571,15
5,8,0,14.7,14.7,15
4,4,0,15.2,14,15
4,11,0,13,15.0625,14
3,10,0,13.5,0,7
10,4,0,12.33333333,12.6,12
2,5,0,13.4,13,13
10,9,0,11.75,10.5,11
10,10,0,0,0,0
2,3,0,0,0,0
5,7,0,14.72727273,14.14285714,14
6,3,0,16.57142857,15.66666667,16
5,5,0,15.145,15.7425,15
10,8,0,13.44285714,15.075,14
10,2,0,14.16666667,11.75,13
5,5,0,14,15,15
6,7,0,11.33333333,12.33333333,12
2,6,0,13.76125,13.76125,14
5,7,0,11.6,10,11
6,9,0,12.75,13,13
5,3,0,12.5,11,12
5,3,0,15.30769231,14,15
5,2,0,13.28571429,12,13
5,5,0,14.75714286,14.07777778,14
5,10,0,12.76666667,12.76666667,13
5,5,0,10.4,0,5
2,8,1,0,0,0
4,4,1,10.5,12.6,12
5,12,1,14.25,13.4,14
10,10,1,11.91666667,0,6
10,8,1,10.66666667,14,12
5,5,1,12.25,12.66666667,12
10,5,1,12,11.6,12
4,4,1,11,12.75,12
6,6,1,14.16666667,13,14
3,3,1,14.66666667,15,15
10,10,1,0,12.28571429,6
3,3,1,12.66666667,0,6
10,10,1,0,0,0
10,10,1,0,0,0
1,1,1,0,0,0
5,8,1,0,0,0
10,10,1,13.7,14.02222222,14
4,11,1,11.8,12.4,12
4,11,1,0,0,0
10,9,1,13.33333333,13.28571429,13
5,6,1,11.4,12.16666667,12
1,3,1,0,0,0
6,6,1,16.14285714,0,8
12,12,1,0,0,0
10,10,1,15.63375,15.63375,16
6,6,1,13.66666667,14.5,14
1,1,1,0,0,0
8,8,1,12.5,11.5,12
5,10,1,12.28571429,13,13
5,2,1,14,11,13
5,5,1,0,0,0
9,10,1,10.75,12.25,12
8,11,1,12.95,13.125,13
10,6,0,12.45,12.45,12
10,10,0,12.25,12,12
6,5,0,13.38125,13.38125,13
4,11,0,12.16,11.34,12
10,5,0,12.5,11.5,12
10,10,0,12.75,12.16666667,12
5,11,0,13.3425,13.3425,13
8,8,0,14.175,13.03125,14
5,5,1,10,10,10
8,8,1,0,14.5,7
3,5,1,0,0,0
10,10,1,12,12.14285714,12
10,10,0,10.57142857,11.4,11
3,9,0,14.15384615,15.42857143,15
10,10,0,11.16666667,12.4,12
4,11,0,12,12.66666667,12
6,2,0,11.33333333,12,12
13,13,0,12.58823529,13.35714286,13
5,10,0,12,10.75,11
5,10,0,0,0,0
10,10,1,12.25,12.84615385,13
6,11,1,11.6,12.8,12
