STUDENTID,GENDER,FJOB,MJOB,GRADE
STUDENT821,1,3,3.0,2
STUDENT822,1,4,3.0,0
STUDENT823,1,4,5.0,3
STUDENT824,1,3,3.0,3
STUDENT825,1,3,3.0,2
STUDENT826,1,4,5.0,4
STUDENT827,1,4,3.0,3
STUDENT828,1,4,3.0,5
STUDENT829,1,3,5.0,4
STUDENT830,1,3,4.0,0
STUDENT831,1,4,4.0,1
STUDENT832,1,5,5.0,0
STUDENT833,1,3,3.0,3
STUDENT834,2,4,3.0,0
STUDENT835,2,3,5.0,0
STUDENT836,2,5,4.0,1
STUDENT837,2,5,4.0,1
STUDENT838,2,3,2.0,4
STUDENT839,2,3,3.0,0
STUDENT840,2,2,4.0,2
STUDENT841,1,3,3.0,0
STUDENT842,2,5,4.0,4
STUDENT843,2,5,4.0,0
STUDENT844,1,3,3.0,4
STUDENT845,1,3,3.0,1
STUDENT846,1,3,3.0,0
STUDENT847,1,3,3.0,2
STUDENT848,1,3,3.0,0
STUDENT849,1,3,3.0,3
STUDENT850,1,5,5.0,4
STUDENT851,1,2,2.0,3
STUDENT852,1,3,5.0,1
STUDENT853,1,3,3.0,4
STUDENT854,2,3,3.0,4
STUDENT855,2,3,3.0,0
STUDENT856,2,2,5.0,0
STUDENT857,2,4,5.0,4
STUDENT858,2,2,3.0,0
STUDENT859,2,4,5.0,0
STUDENT860,2,4,5.0,0
STUDENT861,2,5,3.0,3
STUDENT862,2,3,3.0,0
STUDENT863,2,3,3.0,2
STUDENT864,2,3,3.0,5
STUDENT865,2,5,3.0,4
STUDENT866,2,2,5.0,5
STUDENT867,2,5,5.0,0
STUDENT868,2,4,4.0,0
STUDENT869,2,3,5.0,3
STUDENT870,2,4,3.0,0
STUDENT871,2,3,3.0,3
STUDENT872,2,5,5.0,3
STUDENT873,2,3,3.0,2
STUDENT874,2,2,2.0,2
STUDENT875,2,3,3.0,5
STUDENT876,2,3,3.0,2
STUDENT877,2,3,3.0,1
STUDENT878,2,3,5.0,0
STUDENT879,2,2,4.0,2
STUDENT880,2,4,3.0,2
STUDENT881,2,3,3.0,3
STUDENT882,2,3,3.0,0
STUDENT883,2,4,3.0,0
STUDENT884,2,4,5.0,1
STUDENT885,1,3,5.0,3
STUDENT886,1,5,5.0,2
STUDENT887,1,5,5.0,3
STUDENT888,1,4,3.0,1
STUDENT889,1,4,5.0,5
STUDENT890,1,3,3.0,1
STUDENT891,1,3,3.0,5
STUDENT892,1,3,3.0,0
STUDENT893,1,3,3.0,4
STUDENT894,1,5,3.0,0
STUDENT895,1,4,5.0,2
STUDENT896,1,3,5.0,3
STUDENT897,1,3,3.0,3
STUDENT898,1,3,3.0,3
STUDENT899,1,3,3.0,1
STUDENT900,1,4,4.0,4
STUDENT901,1,4,3.0,4
STUDENT902,1,3,3.0,1
STUDENT903,1,4,4.0,3
STUDENT904,1,5,3.0,3
STUDENT905,1,3,3.0,0
STUDENT906,1,3,3.0,3
STUDENT907,1,4,4.0,0
STUDENT908,1,4,4.0,1
STUDENT909,1,3,3.0,0
STUDENT910,1,2,4.0,0
STUDENT911,1,3,3.0,3
STUDENT912,1,5,3.0,3
STUDENT913,1,3,3.0,1
STUDENT914,1,4,3.0,2
STUDENT915,1,4,3.0,0
STUDENT916,1,3,5.0,4
STUDENT917,1,5,5.0,0
STUDENT918,1,2,3.0,0
STUDENT919,1,5,3.0,5
STUDENT920,1,4,3.0,2
STUDENT921,1,4,3.0,0
STUDENT922,1,3,3.0,2
STUDENT923,1,3,5.0,2
STUDENT924,1,4,3.0,1
STUDENT925,1,3,3.0,1
STUDENT926,1,4,3.0,4
STUDENT927,1,5,5.0,0
STUDENT928,1,3,4.0,2
STUDENT929,1,4,3.0,0
STUDENT930,1,5,5.0,0
STUDENT931,1,4,4.0,3
STUDENT932,1,3,3.0,3
STUDENT933,1,4,4.0,5
STUDENT934,1,3,3.0,2
STUDENT935,1,3,3.0,2
STUDENT936,1,4,4.0,4
STUDENT937,1,3,3.0,0
STUDENT938,1,4,4.0,3
STUDENT939,1,2,5.0,2
STUDENT940,1,4,5.0,1
STUDENT941,1,3,3.0,2
STUDENT942,1,5,3.0,2
STUDENT943,1,3,3.0,0
STUDENT944,1,2,3.0,0
STUDENT945,1,4,3.0,5
STUDENT946,1,4,4.0,3
STUDENT947,2,4,4.0,3
STUDENT948,2,3,5.0,0
STUDENT949,2,5,5.0,2
STUDENT950,2,3,3.0,0
STUDENT951,2,3,3.0,2
STUDENT952,2,3,3.0,0
STUDENT953,2,3,5.0,3
STUDENT954,1,2,2.0,0
STUDENT955,2,3,3.0,2
STUDENT956,2,5,5.0,1
STUDENT957,2,3,3.0,2
STUDENT958,2,5,3.0,3
STUDENT959,2,3,3.0,3
STUDENT960,2,5,5.0,0
STUDENT961,2,5,5.0,2
STUDENT962,2,3,3.0,4
STUDENT963,2,5,3.0,3
STUDENT964,2,3,3.0,3
STUDENT965,2,4,4.0,0
STUDENT966,2,3,3.0,2
STUDENT967,2,3,3.0,0
STUDENT968,2,2,3.0,0
STUDENT969,2,5,5.0,0
STUDENT970,2,3,4.0,1
STUDENT971,2,5,5.0,5
STUDENT972,2,4,4.0,0
STUDENT973,2,4,4.0,0
STUDENT974,2,4,4.0,5
STUDENT975,2,4,3.0,1
STUDENT976,2,4,3.0,0
STUDENT977,2,3,3.0,3
STUDENT978,2,3,3.0,3
STUDENT979,2,3,4.0,5
STUDENT980,2,4,3.0,2
STUDENT981,2,4,4.0,1
STUDENT982,2,5,5.0,1
STUDENT983,2,3,5.0,3
STUDENT984,2,4,3.0,1
STUDENT985,2,2,3.0,5
STUDENT986,2,4,4.0,4
STUDENT987,2,4,5.0,5
STUDENT988,2,5,3.0,0
STUDENT989,2,5,4.0,0
STUDENT990,2,2,3.0,4
STUDENT991,1,3,3.0,5
STUDENT992,1,3,3.0,5
STUDENT993,1,4,4.0,1
STUDENT994,1,3,5.0,4
STUDENT995,1,3,3.0,5
STUDENT996,1,3,3.0,4
STUDENT997,1,3,3.0,4
STUDENT998,1,5,4.0,2
STUDENT999,1,4,4.0,3
STUDENT1000,1,5,5.0,3
STUDENT1001,1,3,3.0,0
STUDENT1002,1,3,3.0,0
STUDENT1003,1,3,3.0,0
STUDENT1004,1,4,4.0,1
STUDENT1005,1,5,4.0,5
STUDENT1006,1,3,3.0,2
STUDENT1007,1,4,3.0,5
STUDENT1008,1,2,3.0,3
STUDENT1009,1,3,3.0,4
STUDENT1010,1,4,4.0,4
STUDENT1011,1,2,3.0,3
STUDENT1012,1,4,5.0,2
STUDENT1013,1,3,5.0,2
STUDENT1014,1,3,5.0,0
STUDENT1015,1,3,3.0,2
STUDENT1016,1,3,3.0,2
STUDENT1017,1,3,3.0,0
STUDENT1018,1,3,4.0,3
STUDENT1019,1,5,3.0,0
STUDENT1020,1,3,5.0,2
STUDENT1021,1,4,5.0,3
STUDENT1022,1,3,5.0,1
STUDENT1023,1,3,3.0,2
STUDENT1024,1,3,3.0,4
STUDENT1025,1,4,3.0,3
STUDENT1026,1,5,5.0,1
STUDENT1027,1,5,5.0,2
STUDENT1028,1,3,3.0,2
STUDENT1029,1,5,3.0,5
STUDENT1030,1,3,3.0,3
STUDENT1031,1,4,5.0,1
STUDENT1032,1,4,3.0,1
STUDENT1033,1,3,3.0,4
STUDENT1034,1,3,3.0,5
STUDENT1035,1,4,4.0,0
STUDENT1036,1,4,3.0,4
STUDENT1037,1,4,3.0,0
STUDENT1038,1,3,5.0,3
STUDENT1039,1,3,5.0,3
STUDENT1040,1,3,3.0,1
STUDENT1041,1,3,5.0,0
STUDENT1042,1,4,3.0,3
STUDENT1043,1,4,3.0,1
STUDENT1044,1,3,3.0,2
STUDENT1045,1,4,5.0,2
STUDENT1046,1,3,5.0,0
STUDENT1047,1,2,3.0,3
STUDENT1048,1,5,5.0,4
STUDENT1049,1,4,3.0,3
STUDENT1050,1,3,3.0,5
STUDENT1051,1,3,5.0,0
STUDENT1052,1,4,5.0,5
STUDENT1053,1,3,5.0,5
STUDENT1054,1,3,3.0,3
STUDENT1055,1,4,3.0,5
STUDENT1056,1,4,3.0,5
STUDENT1057,1,5,5.0,2
STUDENT1058,1,4,2.0,5
STUDENT1059,1,3,2.0,1
STUDENT1060,1,2,5.0,3
STUDENT1061,1,3,3.0,3
STUDENT1062,1,4,4.0,0
STUDENT1063,1,2,3.0,1
STUDENT1064,1,5,5.0,4
STUDENT1065,1,2,3.0,2
STUDENT1066,1,2,3.0,5
STUDENT1067,1,4,3.0,3
STUDENT1068,1,4,4.0,1
STUDENT1069,1,3,3.0,5
STUDENT1070,1,3,3.0,3
STUDENT1071,1,5,5.0,5
STUDENT1072,1,3,3.0,4
STUDENT1073,1,3,3.0,3
STUDENT1074,1,5,2.0,5
STUDENT1075,1,3,3.0,3
STUDENT1076,1,4,5.0,2
STUDENT1077,1,3,3.0,2
STUDENT1078,1,3,3.0,4
STUDENT1079,1,4,3.0,0
STUDENT1080,1,3,5.0,4
STUDENT1081,1,5,5.0,3
STUDENT1082,1,3,3.0,1
STUDENT1083,1,2,3.0,3
STUDENT1084,1,5,3.0,5
STUDENT1085,1,4,3.0,3
STUDENT1086,1,2,3.0,0
STUDENT1087,1,3,3.0,4
STUDENT1088,1,2,3.0,3
STUDENT1089,1,5,5.0,3
STUDENT1090,1,4,3.0,0
STUDENT1091,1,3,5.0,2
STUDENT1092,1,3,3.0,0
STUDENT1093,1,4,5.0,2
STUDENT1094,1,5,5.0,2
STUDENT1095,1,3,3.0,3
STUDENT1096,1,3,3.0,1
STUDENT1097,1,3,3.0,0
STUDENT1098,1,3,3.0,1
STUDENT1099,1,4,3.0,3
STUDENT1100,1,3,2.0,4
STUDENT1101,1,3,3.0,3
STUDENT1102,1,3,3.0,0
STUDENT1103,1,3,4.0,0
STUDENT1104,1,3,3.0,1
STUDENT1105,1,3,5.0,2
STUDENT1106,1,3,3.0,0
STUDENT1107,1,5,5.0,5
STUDENT1108,1,3,3.0,2
STUDENT1109,1,3,3.0,1
STUDENT1110,1,4,5.0,3
STUDENT1111,1,4,4.0,3
STUDENT1112,1,4,4.0,3
STUDENT1113,1,4,3.0,3
STUDENT1114,1,4,4.0,1
STUDENT1115,1,4,3.0,4
STUDENT1116,1,4,3.0,3
STUDENT1117,1,3,2.0,0
STUDENT1118,1,3,3.0,4
STUDENT1119,1,3,3.0,2
STUDENT1120,1,3,3.0,2
STUDENT1121,1,3,3.0,5
STUDENT1122,1,3,3.0,3
STUDENT1123,1,3,5.0,3
STUDENT1124,1,3,3.0,3
STUDENT1125,1,3,3.0,4
STUDENT1126,1,3,3.0,3
STUDENT1127,1,2,3.0,5
STUDENT1128,1,3,3.0,1
STUDENT1129,1,4,3.0,4
STUDENT1130,1,3,3.0,2
STUDENT1131,1,4,4.0,3
STUDENT1132,1,4,3.0,3
STUDENT1133,1,4,3.0,1
STUDENT1134,1,3,3.0,5
STUDENT1135,1,4,3.0,0
STUDENT1136,1,4,3.0,1
STUDENT1137,1,3,3.0,4
STUDENT1138,1,3,5.0,2
STUDENT1139,1,4,4.0,3
STUDENT1140,1,4,5.0,4
STUDENT1141,1,4,3.0,3
STUDENT1142,1,3,4.0,1
STUDENT1143,1,3,3.0,4
STUDENT1144,1,3,3.0,3
STUDENT1145,1,3,3.0,3
STUDENT1146,1,5,5.0,2
STUDENT1147,1,3,5.0,0
STUDENT1148,1,4,3.0,1
STUDENT1149,1,5,3.0,2
STUDENT1150,1,5,5.0,3
STUDENT1151,1,3,5.0,1
STUDENT1152,1,2,3.0,0
STUDENT1153,1,3,4.0,4
STUDENT1154,1,5,3.0,4
STUDENT1155,1,4,4.0,3
STUDENT1156,1,2,2.0,2
STUDENT1157,1,4,3.0,0
STUDENT1158,1,4,3.0,3
STUDENT1159,1,4,3.0,2
STUDENT1160,1,3,4.0,3
STUDENT1161,1,3,3.0,2
STUDENT1162,1,4,4.0,3
STUDENT1163,1,3,3.0,5
STUDENT1164,1,5,4.0,1
STUDENT1165,1,3,3.0,0
STUDENT1166,1,3,3.0,5
STUDENT1167,1,3,3.0,1
STUDENT1168,2,5,5.0,3
STUDENT1169,1,4,3.0,4
STUDENT1170,2,4,3.0,2
STUDENT1171,2,4,3.0,3
STUDENT1172,2,4,5.0,5
STUDENT1173,2,5,5.0,2
STUDENT1174,2,2,5.0,3
STUDENT1175,2,3,3.0,3
STUDENT1176,2,3,3.0,1
STUDENT1177,1,4,3.0,2
STUDENT1178,2,2,3.0,4
STUDENT1179,1,3,3.0,0
STUDENT1180,1,3,3.0,3
STUDENT1181,1,3,3.0,2
STUDENT1182,1,3,3.0,1
STUDENT1183,1,3,3.0,2
STUDENT1184,1,3,3.0,3
STUDENT1185,1,3,3.0,2
STUDENT1186,1,3,3.0,2
STUDENT1187,1,4,3.0,3
STUDENT1188,1,4,3.0,1
STUDENT1189,1,4,3.0,2
STUDENT1190,1,5,5.0,3
STUDENT1191,1,5,5.0,0
STUDENT1192,1,5,5.0,2
STUDENT1193,1,4,4.0,0
STUDENT1194,1,4,4.0,5
STUDENT1195,1,3,3.0,5
STUDENT1196,1,4,5.0,3
STUDENT1197,1,4,3.0,0
STUDENT1198,1,3,3.0,0
STUDENT1199,1,5,5.0,5
STUDENT1200,1,3,3.0,5
STUDENT1201,1,5,5.0,5
STUDENT1202,1,3,5.0,2
STUDENT1203,1,4,3.0,5
STUDENT1204,1,4,3.0,2
STUDENT1205,1,5,5.0,0
STUDENT1206,1,3,2.0,4
STUDENT1207,1,5,5.0,2
STUDENT1208,1,2,3.0,3
STUDENT1209,1,3,5.0,0
STUDENT1210,1,3,3.0,1
STUDENT1211,1,3,3.0,0
STUDENT1212,1,3,3.0,2
STUDENT1213,1,5,3.0,4
STUDENT1214,1,5,5.0,2
STUDENT1215,1,3,4.0,2
STUDENT1216,1,4,4.0,5
STUDENT1217,1,3,3.0,2
STUDENT1218,1,4,4.0,3
STUDENT1219,1,2,5.0,3
STUDENT1220,1,4,3.0,2
STUDENT1221,1,5,4.0,0
STUDENT1222,1,3,3.0,5
STUDENT1223,1,4,3.0,0
STUDENT1224,1,3,2.0,3
STUDENT1225,1,4,4.0,4
STUDENT1226,1,4,4.0,5
STUDENT1227,1,4,5.0,2
STUDENT1228,1,4,3.0,2
STUDENT1229,1,3,5.0,4
STUDENT1230,1,4,5.0,2
STUDENT1231,1,4,3.0,2
STUDENT1232,1,5,5.0,2
STUDENT1233,1,2,5.0,4
STUDENT1234,1,3,5.0,3
STUDENT1235,1,2,2.0,4
STUDENT1236,1,5,4.0,1
STUDENT1237,1,4,5.0,4
STUDENT1238,2,4,4.0,0
STUDENT1239,2,3,3.0,3
STUDENT1240,2,5,5.0,0
STUDENT1241,2,3,3.0,1
STUDENT1242,2,5,5.0,2
STUDENT1243,2,3,5.0,0
STUDENT1244,1,2,3.0,3
STUDENT1245,1,3,5.0,0
STUDENT1246,1,3,3.0,3
STUDENT1247,1,3,3.0,3
STUDENT1248,1,3,3.0,0
STUDENT1249,1,4,4.0,1
STUDENT1250,1,4,3.0,2
STUDENT1251,1,3,5.0,5
STUDENT1252,1,3,3.0,3
STUDENT1253,1,3,4.0,2
STUDENT1254,1,3,4.0,1
STUDENT1255,1,2,3.0,5
STUDENT1256,1,3,3.0,0
STUDENT1257,1,3,3.0,3
STUDENT1258,1,4,4.0,4
STUDENT1259,1,4,5.0,4
STUDENT1260,1,3,3.0,5
STUDENT1261,1,4,4.0,2
STUDENT1262,2,4,3.0,4
STUDENT1263,2,3,3.0,0
STUDENT1264,1,4,4.0,5
STUDENT1265,1,3,3.0,2
STUDENT1266,1,3,5.0,3
STUDENT1267,1,2,3.0,4
STUDENT1268,1,4,3.0,2
STUDENT1269,1,3,3.0,3
STUDENT1270,1,4,4.0,0
STUDENT1271,1,2,3.0,2
STUDENT1272,1,3,3.0,2
STUDENT1273,1,3,3.0,2
STUDENT1274,1,3,4.0,0
STUDENT1275,1,4,3.0,2
STUDENT1276,1,4,5.0,4
STUDENT1277,1,4,3.0,3
STUDENT1278,1,3,3.0,2
STUDENT1279,2,3,5.0,2
STUDENT1280,1,3,3.0,3
STUDENT1281,2,3,5.0,3
STUDENT1282,2,3,4.0,3
STUDENT1283,2,4,5.0,0
STUDENT1284,2,5,5.0,5
STUDENT1285,2,4,3.0,2
STUDENT1286,2,4,4.0,3
STUDENT1287,2,3,5.0,4
STUDENT1288,2,3,3.0,2
STUDENT1289,2,5,5.0,2
STUDENT1290,2,4,3.0,4
STUDENT1291,2,3,3.0,4
STUDENT1292,2,3,3.0,4
STUDENT1293,2,4,3.0,0
STUDENT1294,2,3,3.0,5
STUDENT1295,2,4,3.0,0
STUDENT1296,2,5,5.0,0
STUDENT1297,2,5,5.0,0
STUDENT1298,2,4,3.0,2
STUDENT1299,2,3,5.0,2
STUDENT1300,2,3,3.0,2
STUDENT1301,2,5,4.0,0
STUDENT1302,2,3,4.0,0
STUDENT1303,2,3,3.0,0
STUDENT1304,2,2,2.0,3
STUDENT1305,1,4,4.0,5
STUDENT1306,1,3,3.0,3
STUDENT1307,1,3,3.0,3
STUDENT1308,1,4,3.0,2
STUDENT1309,1,4,3.0,3
STUDENT1310,1,3,3.0,2
STUDENT1311,1,4,2.0,3
STUDENT1312,1,4,3.0,4
STUDENT1313,1,3,3.0,3
STUDENT1314,1,4,3.0,3
STUDENT1315,1,4,3.0,2
STUDENT1316,1,4,3.0,5
STUDENT1317,1,3,5.0,2
STUDENT1318,1,3,5.0,1
STUDENT1319,1,4,3.0,1
STUDENT1320,1,3,5.0,1
STUDENT1321,1,4,3.0,2
STUDENT1322,1,2,3.0,4
STUDENT1323,1,3,3.0,4
STUDENT1324,1,3,3.0,3
STUDENT1325,1,2,3.0,2
STUDENT1326,1,3,3.0,4
STUDENT1327,1,3,5.0,3
STUDENT1328,1,4,5.0,0
STUDENT1329,1,4,4.0,5
STUDENT1330,1,3,3.0,4
STUDENT1331,1,4,3.0,4
STUDENT1332,1,2,4.0,4
STUDENT1333,1,4,2.0,2
STUDENT1334,1,4,4.0,2
STUDENT1335,1,3,3.0,3
STUDENT1336,1,2,3.0,0
STUDENT1337,1,4,4.0,2
STUDENT1338,1,4,3.0,2
STUDENT1339,1,3,3.0,1
STUDENT1340,1,3,4.0,1
STUDENT1341,1,3,4.0,1
STUDENT1342,1,3,3.0,2
STUDENT1343,1,4,4.0,5
STUDENT1344,1,4,3.0,4
STUDENT1345,1,3,5.0,1
STUDENT1346,1,5,5.0,3
STUDENT1347,1,4,4.0,4
STUDENT1348,1,4,4.0,3
STUDENT1349,1,3,3.0,3
STUDENT1350,1,3,5.0,3
STUDENT1351,1,4,4.0,0
STUDENT1352,1,3,3.0,5
STUDENT1353,1,4,5.0,1
STUDENT1354,1,3,5.0,0
STUDENT1355,1,3,3.0,1
STUDENT1356,1,3,5.0,3
STUDENT1357,1,5,5.0,0
STUDENT1358,2,3,3.0,0
STUDENT1359,2,2,5.0,0
STUDENT1360,2,3,3.0,0
STUDENT1361,2,3,2.0,0
STUDENT1362,2,3,3.0,3
STUDENT1363,2,3,3.0,0
STUDENT1364,2,3,3.0,0
STUDENT1365,2,3,5.0,4
STUDENT1366,2,4,4.0,0
STUDENT1367,2,3,4.0,4
STUDENT1368,2,3,3.0,2
STUDENT1369,2,4,4.0,1
STUDENT1370,2,3,3.0,3
STUDENT1371,2,3,5.0,4
STUDENT1372,2,3,3.0,5
STUDENT1373,2,3,3.0,2
STUDENT1374,2,3,4.0,2
STUDENT1375,2,3,5.0,1
STUDENT1376,2,2,3.0,0
STUDENT1377,2,4,3.0,3
STUDENT1378,2,4,4.0,0
STUDENT1379,2,3,3.0,0
STUDENT1380,2,3,3.0,0
STUDENT1381,2,3,3.0,3
STUDENT1382,2,3,3.0,0
STUDENT1383,2,2,5.0,1
STUDENT1384,2,3,3.0,3
STUDENT1385,2,4,3.0,5
STUDENT1386,2,3,2.0,0
STUDENT1387,2,3,4.0,0
STUDENT1388,2,3,3.0,2
STUDENT1389,2,5,5.0,0
STUDENT1390,2,4,4.0,1
STUDENT1391,1,4,3.0,4
STUDENT1392,1,2,4.0,3
STUDENT1393,1,3,3.0,0
STUDENT1394,1,3,5.0,4
STUDENT1395,1,4,3.0,3
STUDENT1396,1,4,3.0,1
STUDENT1397,1,3,4.0,3
STUDENT1398,1,3,4.0,4
STUDENT1399,1,3,3.0,2
STUDENT1400,1,3,3.0,4
STUDENT1401,1,4,4.0,0
STUDENT1402,1,4,3.0,2
STUDENT1403,1,5,2.0,4
STUDENT1404,1,4,3.0,5
STUDENT1405,2,3,3.0,0
STUDENT1406,2,3,3.0,0
STUDENT1407,1,3,3.0,2
STUDENT1408,1,3,3.0,1
STUDENT1409,1,5,3.0,1
STUDENT1410,2,2,3.0,2
STUDENT1411,1,3,3.0,0
STUDENT1412,1,4,3.0,2
STUDENT1413,2,3,3.0,2
STUDENT1414,1,3,3.0,2
STUDENT1415,1,4,5.0,5
STUDENT1416,1,5,5.0,2
STUDENT1417,1,4,5.0,0
STUDENT1418,1,3,3.0,4
STUDENT1419,1,4,3.0,2
STUDENT1420,1,2,3.0,3
STUDENT1421,1,3,3.0,1
STUDENT1422,1,4,3.0,3
STUDENT1423,1,4,3.0,2
STUDENT1424,1,4,4.0,2
STUDENT1425,1,3,3.0,3
STUDENT1426,1,3,3.0,0
STUDENT1427,1,4,3.0,2
STUDENT1428,1,2,2.0,4
STUDENT1429,1,3,3.0,2
STUDENT1430,1,4,3.0,3
STUDENT1431,1,4,3.0,3
STUDENT1432,1,3,5.0,0
STUDENT1433,1,4,4.0,1
STUDENT1434,1,3,5.0,5
STUDENT1435,1,3,3.0,3
STUDENT1436,2,5,4.0,4
STUDENT1437,1,3,2.0,1
STUDENT1438,1,3,3.0,2
STUDENT1439,1,3,3.0,4
STUDENT1440,2,4,3.0,3
STUDENT1441,2,4,4.0,4
STUDENT1442,2,3,3.0,2
STUDENT1443,2,4,5.0,5
STUDENT1444,2,3,3.0,0
STUDENT1445,2,4,4.0,4
STUDENT1446,2,4,5.0,0
STUDENT1447,2,3,4.0,0
STUDENT1448,2,4,5.0,2
STUDENT1449,2,5,3.0,4
STUDENT1450,2,5,5.0,3
STUDENT1451,2,2,5.0,2
STUDENT1452,2,3,3.0,2
STUDENT1453,2,2,5.0,0
STUDENT1454,2,4,3.0,1
STUDENT1455,2,4,3.0,2
STUDENT1456,2,3,5.0,0
STUDENT1457,2,3,5.0,3
STUDENT1458,2,4,4.0,2
STUDENT1459,2,4,2.0,0
STUDENT1460,2,4,4.0,0
STUDENT1461,2,4,4.0,3
STUDENT1462,2,3,3.0,2
STUDENT1463,2,3,3.0,2
STUDENT1464,2,5,5.0,0
STUDENT1465,2,4,5.0,0
STUDENT1466,2,5,5.0,3
STUDENT1467,2,3,3.0,0
STUDENT1468,2,5,5.0,4
STUDENT1469,2,4,3.0,4
STUDENT1470,2,4,5.0,4
STUDENT1471,2,4,4.0,1
STUDENT1472,2,2,4.0,2
STUDENT1473,2,3,5.0,2
STUDENT1474,2,5,5.0,0
STUDENT1475,2,2,3.0,3
STUDENT1476,2,4,5.0,3
STUDENT1477,2,3,3.0,2
STUDENT1478,2,4,4.0,3
STUDENT1479,2,5,5.0,0
STUDENT1480,2,3,5.0,0
STUDENT1481,2,5,3.0,5
STUDENT1482,1,2,3.0,1
STUDENT1483,2,4,3.0,4
STUDENT1484,1,3,3.0,3
STUDENT1485,1,4,3.0,1
STUDENT1486,1,4,5.0,2
STUDENT1487,1,3,5.0,4
STUDENT1488,1,3,5.0,2
STUDENT1489,2,3,3.0,0
STUDENT1490,2,5,5.0,5
STUDENT1491,2,3,3.0,4
STUDENT1492,2,3,3.0,1
STUDENT1493,2,3,3.0,1
STUDENT1494,2,3,3.0,3
STUDENT1495,2,3,3.0,0
STUDENT1496,2,3,3.0,4
STUDENT1497,2,3,3.0,5
STUDENT1498,2,2,5.0,3
STUDENT1499,2,3,3.0,2
STUDENT1500,2,5,5.0,3
STUDENT1501,2,4,4.0,4
STUDENT1502,2,5,5.0,0
STUDENT1503,2,4,3.0,4
STUDENT1504,1,3,3.0,1
STUDENT1505,1,4,3.0,2
STUDENT1506,1,4,4.0,2
STUDENT1507,1,3,3.0,1
STUDENT1508,2,4,4.0,0
STUDENT1509,2,4,4.0,3
STUDENT1510,1,4,4.0,0
STUDENT1511,2,3,5.0,0
STUDENT1512,2,2,3.0,3
STUDENT1513,2,3,3.0,0
STUDENT1514,1,3,3.0,4
STUDENT1515,1,3,3.0,0
STUDENT1516,1,4,3.0,5
STUDENT1517,1,2,5.0,0
STUDENT1518,2,2,5.0,4
STUDENT1519,2,3,3.0,0
STUDENT1520,2,5,3.0,0
STUDENT1521,2,3,3.0,0
STUDENT1522,2,3,3.0,5
STUDENT1523,2,5,3.0,0
STUDENT1524,2,5,4.0,1
STUDENT1525,2,3,3.0,0
STUDENT1526,2,4,5.0,3
STUDENT1527,2,2,3.0,3
STUDENT1528,2,3,3.0,2
STUDENT1529,1,4,3.0,3
STUDENT1530,1,3,3.0,1
STUDENT1531,1,5,3.0,3
STUDENT1532,1,3,3.0,3
STUDENT1533,1,4,3.0,2
STUDENT1534,2,4,3.0,5
STUDENT1535,1,3,3.0,4
STUDENT1536,1,3,3.0,3
STUDENT1537,1,3,3.0,0
STUDENT1538,1,2,3.0,2
STUDENT1539,1,4,4.0,2
STUDENT1540,1,4,5.0,0
STUDENT1541,1,3,4.0,1
STUDENT1542,1,3,4.0,0
STUDENT1543,1,5,5.0,0
STUDENT1544,2,3,5.0,0
STUDENT1545,1,5,5.0,2
STUDENT1546,1,3,5.0,3
STUDENT1547,1,3,3.0,2
STUDENT1548,1,5,5.0,0
STUDENT1549,1,3,3.0,0
STUDENT1550,1,3,3.0,0
STUDENT1551,1,5,5.0,2
STUDENT1552,1,3,3.0,1
STUDENT1553,1,3,3.0,1
STUDENT1554,1,3,3.0,3
STUDENT1555,1,3,3.0,4
STUDENT1556,1,4,3.0,4
STUDENT1557,2,3,3.0,0
STUDENT1558,2,4,4.0,0
STUDENT1559,2,3,3.0,0
STUDENT1560,2,2,3.0,3
STUDENT1561,2,5,3.0,3
STUDENT1562,1,4,3.0,4
STUDENT1563,1,5,4.0,2
STUDENT1564,1,3,3.0,1
STUDENT1565,1,3,4.0,4
STUDENT1566,1,4,4.0,2
STUDENT1567,1,3,3.0,5
STUDENT1568,2,5,5.0,1
STUDENT1569,1,5,3.0,2
STUDENT1570,1,4,3.0,0
STUDENT1571,1,3,3.0,4
STUDENT1572,2,2,3.0,0
STUDENT1573,2,5,5.0,0
STUDENT1574,1,4,3.0,2
STUDENT1575,1,4,4.0,2
STUDENT1576,1,5,5.0,0
STUDENT1577,1,3,3.0,4
STUDENT1578,1,3,3.0,3
STUDENT1579,1,3,3.0,2
STUDENT1580,2,3,3.0,0
STUDENT1581,2,4,3.0,4
STUDENT1582,1,3,5.0,1
STUDENT1583,1,3,4.0,1
STUDENT1584,1,3,3.0,1
STUDENT1585,1,3,3.0,3
STUDENT1586,2,3,3.0,0
STUDENT1587,1,4,4.0,2
STUDENT1588,2,4,4.0,1
STUDENT1589,2,5,3.0,2
STUDENT1590,2,5,5.0,2
STUDENT1591,2,4,5.0,0
STUDENT1592,2,2,3.0,0
STUDENT1593,2,3,3.0,0
STUDENT1594,2,4,3.0,0
STUDENT1595,2,3,3.0,2
STUDENT1596,2,3,5.0,1
STUDENT1597,2,3,3.0,3
STUDENT1598,2,3,3.0,5
STUDENT1599,2,4,4.0,2
STUDENT1600,2,3,3.0,1
STUDENT1601,2,4,5.0,0
STUDENT1602,2,2,5.0,4
STUDENT1603,2,2,5.0,0
STUDENT1604,2,4,4.0,4
STUDENT1605,2,3,3.0,0
STUDENT1606,2,3,3.0,2
